-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -3.790275857315832941e-01 -3.849518662636477462e-01
3.357595554424217088e+00 1.996574506498745682e+00 -3.849518662636477462e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
5.446906108928343260e-01 1.204707142421969523e+00 -3.849518662636477462e-01
1.482325592069962061e+00 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 4.128397783451930869e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
5.446906108928343260e-01 1.690609630680489639e-02 3.811772676641230762e-01
5.446906108928343260e-01 1.690609630680489639e-02 -3.849518662636477462e-01
-3.929443702842933539e-01 1.690609630680489639e-02 -3.849518662636477462e-01
5.446906108928343260e-01 1.690609630680489639e-02 -3.849518662636477462e-01
-3.929443702842933539e-01 1.690609630680489639e-02 -3.849518662636477462e-01
-3.929443702842933539e-01 -3.790275857315832941e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-1.330579351461421034e+00 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -3.790275857315832941e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
5.446906108928343260e-01 8.087734603835812219e-01 3.811772676641230762e-01
5.446906108928343260e-01 8.087734603835812219e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -3.790275857315832941e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -3.790275857315832941e-01 -3.849518662636477462e-01
-1.330579351461421034e+00 2.788441870575522064e+00 -3.849518662636477462e-01
-3.929443702842933539e-01 1.204707142421969523e+00 2.679564669447435765e+00
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
5.446906108928343260e-01 1.204707142421969523e+00 2.679564669447435765e+00
-3.929443702842933539e-01 4.128397783451930869e-01 1.913435535519664832e+00
1.482325592069962061e+00 -3.790275857315832941e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 1.204707142421969523e+00 3.811772676641230762e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 1.690609630680489639e-02 3.811772676641230762e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 1.690609630680489639e-02 -3.849518662636477462e-01
-3.929443702842933539e-01 -3.790275857315832941e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 1.690609630680489639e-02 -3.849518662636477462e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -3.790275857315832941e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 1.690609630680489639e-02 3.811772676641230762e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
5.446906108928343260e-01 -3.790275857315832941e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 1.204707142421969523e+00 3.811772676641230762e-01
-1.330579351461421034e+00 1.690609630680489639e-02 -3.849518662636477462e-01
2.419960573247089464e+00 1.204707142421969523e+00 -3.849518662636477462e-01
1.482325592069962061e+00 1.204707142421969523e+00 2.679564669447435765e+00
-1.330579351461421034e+00 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 1.996574506498745682e+00 -3.849518662636477462e-01
2.419960573247089464e+00 1.204707142421969523e+00 -3.849518662636477462e-01
5.446906108928343260e-01 1.600640824460357603e+00 1.147306401591893898e+00
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -3.790275857315832941e-01 -3.849518662636477462e-01
5.446906108928343260e-01 8.087734603835812219e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 1.690609630680489639e-02 -3.849518662636477462e-01
2.419960573247089464e+00 1.600640824460357603e+00 -3.849518662636477462e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -3.790275857315832941e-01 -3.849518662636477462e-01
-1.330579351461421034e+00 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -3.790275857315832941e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 1.204707142421969523e+00 -3.849518662636477462e-01
1.482325592069962061e+00 2.788441870575522064e+00 1.913435535519664832e+00
5.446906108928343260e-01 8.087734603835812219e-01 -3.849518662636477462e-01
5.446906108928343260e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -3.790275857315832941e-01 -3.849518662636477462e-01
-1.330579351461421034e+00 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 1.690609630680489639e-02 -3.849518662636477462e-01
-3.929443702842933539e-01 -3.790275857315832941e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 4.128397783451930869e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
1.482325592069962061e+00 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 1.690609630680489639e-02 3.811772676641230762e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -3.790275857315832941e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -3.790275857315832941e-01 3.811772676641230762e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 1.690609630680489639e-02 -3.849518662636477462e-01
-3.929443702842933539e-01 -3.790275857315832941e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -3.790275857315832941e-01 -3.849518662636477462e-01
1.482325592069962061e+00 -3.790275857315832941e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
5.446906108928343260e-01 8.087734603835812219e-01 -3.849518662636477462e-01
5.446906108928343260e-01 2.392508188537133762e+00 3.811772676641230762e-01
-3.929443702842933539e-01 1.690609630680489639e-02 1.147306401591893898e+00
5.446906108928343260e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 8.087734603835812219e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 1.600640824460357603e+00 3.811772676641230762e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
5.446906108928343260e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 3.811772676641230762e-01
-3.929443702842933539e-01 1.690609630680489639e-02 -3.849518662636477462e-01
5.446906108928343260e-01 8.087734603835812219e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -3.790275857315832941e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -3.790275857315832941e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -3.790275857315832941e-01 -3.849518662636477462e-01
-1.330579351461421034e+00 3.580309234652298223e+00 -3.849518662636477462e-01
5.446906108928343260e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
4.295230535601344712e+00 2.392508188537133762e+00 2.679564669447435765e+00
1.482325592069962061e+00 -3.790275857315832941e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 1.600640824460357603e+00 1.913435535519664832e+00
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
3.357595554424217088e+00 4.768110280767462683e+00 -3.849518662636477462e-01
-3.929443702842933539e-01 -3.790275857315832941e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 8.087734603835812219e-01 1.147306401591893898e+00
-3.929443702842933539e-01 1.690609630680489639e-02 -3.849518662636477462e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 4.128397783451930869e-01 1.147306401591893898e+00
-3.929443702842933539e-01 8.087734603835812219e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -3.790275857315832941e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -3.790275857315832941e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -3.790275857315832941e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 8.087734603835812219e-01 -3.849518662636477462e-01
1.482325592069962061e+00 8.087734603835812219e-01 3.445693803375206699e+00
-3.929443702842933539e-01 4.128397783451930869e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 1.690609630680489639e-02 -3.849518662636477462e-01
1.482325592069962061e+00 -3.790275857315832941e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -3.790275857315832941e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -3.790275857315832941e-01 -3.849518662636477462e-01
-1.330579351461421034e+00 -7.749612677699714292e-01 -3.849518662636477462e-01
5.446906108928343260e-01 8.087734603835812219e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-1.330579351461421034e+00 -7.749612677699714292e-01 2.679564669447435765e+00
5.446906108928343260e-01 -3.790275857315832941e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -3.790275857315832941e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-1.330579351461421034e+00 -7.749612677699714292e-01 -3.849518662636477462e-01
2.419960573247089464e+00 8.087734603835812219e-01 3.811772676641230762e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 8.087734603835812219e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
5.446906108928343260e-01 -3.790275857315832941e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -3.790275857315832941e-01 -3.849518662636477462e-01
5.446906108928343260e-01 1.600640824460357603e+00 -3.849518662636477462e-01
-3.929443702842933539e-01 -3.790275857315832941e-01 -3.849518662636477462e-01
5.446906108928343260e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
5.446906108928343260e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
5.446906108928343260e-01 1.204707142421969523e+00 3.811772676641230762e-01
-3.929443702842933539e-01 -3.790275857315832941e-01 -3.849518662636477462e-01
-1.330579351461421034e+00 2.392508188537133762e+00 -3.849518662636477462e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
5.446906108928343260e-01 4.128397783451930869e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -3.790275857315832941e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 4.128397783451930869e-01 -3.849518662636477462e-01
5.446906108928343260e-01 -3.790275857315832941e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 1.690609630680489639e-02 -3.849518662636477462e-01
-3.929443702842933539e-01 1.690609630680489639e-02 -3.849518662636477462e-01
-3.929443702842933539e-01 -3.790275857315832941e-01 3.811772676641230762e-01
-1.330579351461421034e+00 2.392508188537133762e+00 -3.849518662636477462e-01
-3.929443702842933539e-01 -3.790275857315832941e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 1.690609630680489639e-02 -3.849518662636477462e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 4.128397783451930869e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 1.690609630680489639e-02 1.147306401591893898e+00
2.419960573247089464e+00 3.976242916690686080e+00 -3.849518662636477462e-01
-3.929443702842933539e-01 4.128397783451930869e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 1.690609630680489639e-02 -3.849518662636477462e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 1.690609630680489639e-02 3.811772676641230762e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -3.790275857315832941e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -3.790275857315832941e-01 -3.849518662636477462e-01
5.446906108928343260e-01 4.128397783451930869e-01 3.811772676641230762e-01
-3.929443702842933539e-01 1.690609630680489639e-02 -3.849518662636477462e-01
5.446906108928343260e-01 1.690609630680489639e-02 1.147306401591893898e+00
-3.929443702842933539e-01 -3.790275857315832941e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -3.790275857315832941e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
1.482325592069962061e+00 1.600640824460357603e+00 -3.849518662636477462e-01
-3.929443702842933539e-01 -3.790275857315832941e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -3.790275857315832941e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 1.690609630680489639e-02 -3.849518662636477462e-01
-3.929443702842933539e-01 1.690609630680489639e-02 3.811772676641230762e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
5.446906108928343260e-01 1.690609630680489639e-02 3.811772676641230762e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -3.790275857315832941e-01 -3.849518662636477462e-01
-1.330579351461421034e+00 1.204707142421969523e+00 -3.849518662636477462e-01
-3.929443702842933539e-01 1.690609630680489639e-02 3.811772676641230762e-01
5.446906108928343260e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -3.790275857315832941e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 4.128397783451930869e-01 -3.849518662636477462e-01
5.446906108928343260e-01 -3.790275857315832941e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
5.446906108928343260e-01 2.788441870575522064e+00 3.445693803375206699e+00
-3.929443702842933539e-01 1.600640824460357603e+00 1.147306401591893898e+00
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
5.446906108928343260e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
5.446906108928343260e-01 -3.790275857315832941e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 4.128397783451930869e-01 -3.849518662636477462e-01
-3.929443702842933539e-01 -7.749612677699714292e-01 -3.849518662636477462e-01
